(0.035086955899211673, 0.43960977790954864),
(0.76747896859271048, 0.94078580656036048),
(0.72252392281128963, 0.10439806439032451),
(0.43523912668202214, 0.5504771733092314),
(0.28142398426060777, 0.22595301570559453),
(0.58169817279158875, 0.70587936215533698),
(0.89600236867307481, 0.34104191371585446),
(0.1895448913277622, 0.75465504838189079),
(0.1456081448568404, 0.0283813368389489),
(0.98646846324831605, 0.60863639465484831),
(0.54156862438332465, 0.4085409305121977),
(0.37011853968468178, 0.93404337792197001),
(0.46404067421610273, 0.26485028332662119),
(0.65534348461018599, 0.85053350874172184),
(0.81252587827181089, 0.14923983529333501),
(0.11817802029193611, 0.66525653154320563),
(0.23489163915803679, 0.36593871055750232),
(0.92102968097934801, 0.7872072639022466),
(0.62382010115751818, 0.19757943027199332),
(0.27475720818617533, 0.72001257263541751),
(0.39158678532581187, 0.073631789344003509),
(0.70188356443954203, 0.51640714333828219),
(0.81045800049504346, 0.49498318878554637),
(0.015689119269900801, 0.98722797269475748),
(0.062579014912074377, 0.17607612678433371),
(0.87423078798476039, 0.64572523391901826),
(0.66933479933542472, 0.29669095499719517),
(0.47180375899779425, 0.83831422224041519),
(0.33026679176900325, 0.39886263930228572),
(0.50755706546528989, 0.87658747328225606),
(0.94618441056345692, 0.031697230902419979),
(0.17390336612814103, 0.56256564476155557),
(0.10078314370186797, 0.3062148634271275),
(0.83268330344169583, 0.82326203088119609),
(0.63180443334921799, 0.15751125320382403),
(0.44050303330608165, 0.62549747508795273),
(0.3498068028540508, 0.05954585920822443),
(0.55590373845042296, 0.5782645860664839),
(0.97465058663499549, 0.38619627521529798),
(0.13090712533377341, 0.90621403578652548),
(0.21043199748113303, 0.21694257681954673),
(0.88221681959964759, 0.74540883802292712),
(0.56561773697991424, 0.35296203997816472),
(0.31160534535626294, 0.80016253023877537),
(0.41421144406435556, 0.47124557834437941),
(0.73720642944726866, 0.96940632084692757),
(0.75592490801761791, 0.079835559323677349),
(0.060187375370952839, 0.51478797974705104),
(0.15776377851834883, 0.43240022006597301),
(0.96370632345773533, 0.90946563619770859),
(0.52044035545857892, 0.010675973503792405),
(0.32154415694758309, 0.61628091206800273),
(0.49403297460211787, 0.13580340829640566),
(0.68358561663585382, 0.68313685752629505),
(0.85758625073156891, 0.26872421167597976),
(0.086809980818671972, 0.86502799921885132),
(0.0042507020524011957, 0.12109966210396417),
(0.79453735588478802, 0.5460174773405263),
(0.70618350436568289, 0.46188037905007368),
(0.38026795866646007, 0.96292694796132239),
(0.25563128846486449, 0.32331169265941667),
(0.59665436789080262, 0.78079951812494164),
(0.93002473072083136, 0.23689201122501899),
(0.22456367651217216, 0.70268487277928438),
(0.078172106919037698, 0.37963020879849613),
(0.84489159125917579, 0.89721357277893876),
(0.67274774920937119, 0.054629058287646727),
(0.48567231323336818, 0.59268494710493924),
(0.3185126565218877, 0.16813553649761667),
(0.52467539061522483, 0.63984790361552213),
(0.95521779690570707, 0.30169664642734817),
(0.16776647373407153, 0.81471641192280175),
(0.22931889019754959, 0.086308340807481634),
(0.92233676489714655, 0.50079162410949318),
(0.60271829369774166, 0.47787304060193186),
(0.26067112052679769, 0.98368182387038139),
(0.38936725734223354, 0.34869655528042803),
(0.71675934667914454, 0.81041341962496538),
(0.78692581102631765, 0.2053532112354729),
(0.0088471008555166715, 0.73599067677383401),
(0.1356565916666688, 0.28097913847772621),
(0.98337008244261193, 0.87195264219243773),
(0.54977816468115659, 0.12941567148256289),
(0.35315796466771582, 0.67887588237743568),
(0.45034270978633012, 0.0067654865409306182),
(0.63537764256575313, 0.62139952488466899),
(0.83607568557935519, 0.42506683957116437),
(0.10219583192717613, 0.9157225039074014),
(0.05072074236024763, 0.24337045009795477),
(0.76078653045566513, 0.69309546704985669),
(0.74228817278952508, 0.31770513033319103),
(0.41069542931296149, 0.7662558586565219),
(0.29743746248649694, 0.45584967133610094),
(0.5776517272743984, 0.954484249007304),
(0.88486775396050388, 0.10969453913950854),
(0.21403266738752796, 0.53760508957821185),
(0.030008034696212327, 0.33023513449670311),
(0.80113855700239278, 0.75828986898090334),
(0.69384982984825749, 0.22880137478274493),
(0.4058709544959555, 0.71178644746474096),
(0.27266872619360477, 0.096926222016189473),
(0.61323794511508367, 0.55810380556361339),
(0.90849450758782324, 0.44987183053773805),
(0.2434667530324382, 0.94550599807245783),
(0.18223649415892135, 0.1414264305008866),
(0.93919183448896415, 0.66298267423568547),
(0.51193161993850667, 0.25314167413875555),
(0.33799104058180091, 0.85397131172723029),
(0.47838294742091297, 0.41891886300516445),
(0.66273784453228546, 0.9235218786917857),
(0.86485309978871383, 0.019175191145689573),
(0.074623503993742082, 0.59622696086801719),
(0.20310828396164332, 0.4918000317252067),
(0.89915082031852589, 0.99342288116786204),
(0.58747946935338247, 0.06985813809744737),
(0.2900787748472784, 0.5271250350203962),
(0.42455262065346272, 0.19424520057476688),
(0.73005150389647688, 0.73307748323035171),
(0.77922548508479095, 0.37002070434347584),
(0.044650759329365554, 0.7895956853508227),
(0.10988148575967209, 0.039346973649991276),
(0.82615401180071557, 0.57212492172891083),
(0.64629697893120619, 0.39589567306297774),
(0.45516274548705432, 0.89037605694294997),
(0.35972093791114118, 0.28262821679452915),
(0.53638484768411621, 0.82890007367612339),
(0.99890986808771909, 0.18199998392813363),
(0.15150105874236389, 0.65506628269384459),
(0.12216081673485034, 0.48242509070250256),
(0.81930768355182082, 0.97981872847917206),
(0.65174866276017374, 0.090726830594094934),
(0.46524494026337265, 0.50654436169681438),
(0.37157144149820442, 0.20821856182305304),
(0.54574466320715131, 0.74159358594206271),
(0.98865077348813402, 0.3448375480600544),
(0.14355215910061636, 0.80548581070509384),
(0.19167476544710196, 0.047032654480475833),
(0.89138633383588151, 0.58699012222792124),
(0.58589361245617733, 0.37609556477259692),
(0.28769656711593866, 0.89351358296359229),
(0.43078353428766958, 0.297426022067866),
(0.72480743999456232, 0.81958905778754931),
(0.77214145328341877, 0.16500461298300392),
(0.035557443503875741, 0.63360617565577804),
(0.17958431551723275, 0.31379345789641372),
(0.952974927852972, 0.77260604150992795),
(0.5027712901187873, 0.24971167338431111),
(0.33445750677361835, 0.68923840586113749),
(0.47488354992906395, 0.11430833702817575),
(0.66733840765078245, 0.53406824936985786),
(0.87078985555856259, 0.4579494620795817),
(0.068542813916402948, 0.95811966566340001),
(0.022174299607858935, 0.12513747714043014),
(0.8062469059144044, 0.67227059769241848),
(0.6965972944566734, 0.2752092957190968),
(0.39841938680317368, 0.87037793282943654),
(0.27784036550407537, 0.42719248803148197),
(0.62009301335944944, 0.92165513094625295),
(0.91796010668256889, 0.00014030527247649042),
(0.23953340673769366, 0.618226041811619),
(0.056920808272107243, 0.25676320924738827),
(0.7530147523904146, 0.85933701672803975),
(0.74135702743515364, 0.14776355517859555),
(0.4190912741712694, 0.65973385721233535),
(0.30529523491467381, 0.02227399131591145),
(0.56910585831150073, 0.59975347995013861),
(0.87553081830725354, 0.41663549719276272),
(0.20700312888307845, 0.92876726116087527),
(0.12633772512699137, 0.23409917544746561),
(0.97115916311807404, 0.71822068430203845),
(0.56221293664730165, 0.33418605487486908),
(0.34721099256695392, 0.76426076198565707),
(0.44497820692127193, 0.44754124051024669),
(0.62594381855136405, 0.95093169973551583),
(0.83183861530499659, 0.10089600997562118),
(0.0949385743361576, 0.5603035474587803),
(0.21938231050068466, 0.39313905766900609),
(0.93419697768052123, 0.88541844925320312),
(0.60048079269316246, 0.044626787582792517),
(0.25354291380391769, 0.5762199875864874),
(0.37546096733291295, 0.18501878759357404),
(0.70728776987172148, 0.65164064387964116),
(0.79135106303806424, 0.28864052607499235),
(0.0029207394836793417, 0.8352114705527206),
(0.093493116010085212, 0.06532990398597914),
(0.85248096889091873, 0.5303447665508465),
(0.6856452226943297, 0.48764596177624148),
