(0.33524084938237586, 0.49502926943875025),
(0.90354488211964412, 0.59857742824226412),
(0.52119391179276708, 0.091655631076836788),
(0.046457709349638561, 0.91550529999244112),
(0.23420149583675492, 0.2250806832874967),
(0.63658491808121698, 0.78911429337170402),
(0.84748973297236241, 0.34128799504110352),
(0.44060229408508766, 0.74933892607782759),
(0.40637539620638113, 0.0095154296622055861),
(0.77887417181141405, 0.94699624771212254),
(0.73001113218646307, 0.42188538958371274),
(0.16359590484380326, 0.53722633459832314),
(0.076649587592434662, 0.30493362466204477),
(0.58560038515003243, 0.67423013734032977),
(0.942511479380998, 0.17526818780329012),
(0.28239951509656014, 0.86453357469805503),
(0.48581456712410842, 0.36034960090504908),
(0.83542277958485345, 0.70874277312447242),
(0.67229001608420236, 0.21756138670735034),
(0.19953983886448065, 0.77200375891712913),
(0.023483589642175312, 0.094171446725818453),
(0.55294004994190082, 0.88345415090667478),
(0.90956352820070274, 0.4480407092194777),
(0.35852180699124869, 0.57460932033968326),
(0.27422036318571441, 0.14862737215340863),
(0.98898149825741721, 0.83385678711632072),
(0.60067923936984946, 0.2584014496524431),
(0.10415992181734007, 0.63316915454106615),
(0.13831195678381838, 0.37546299184958537),
(0.7140642450521506, 0.5284537643873275),
(0.80085362991649567, 0.061476003714963534),
(0.37618135603169817, 0.98927658006317942),
(0.39240576266900273, 0.40989373624946801),
(0.78896334342965591, 0.56041199292597577),
(0.70094521959362366, 0.030264866966043892),
(0.1552655574957254, 0.95354084517582427),
(0.11385119062660493, 0.1716243928273658),
(0.61512578747005553, 0.84626211304917753),
(0.97698924844615986, 0.28531413692975877),
(0.26330681664127265, 0.6616521776015406),
(0.36818365894805521, 0.067868681978615245),
(0.93501167834901533, 0.92346885424138192),
(0.53513139177419988, 0.47022056758682168),
(0.0055077983255188744, 0.62154008754471468),
(0.20420865834806259, 0.32537289545464709),
(0.66975466312964937, 0.73260646181969513),
(0.82141075447374712, 0.2396374540044014),
(0.48285567059309858, 0.80297929305416005),
(0.31166600520485649, 0.28046491991264838),
(0.96731878794842008, 0.65186509998553344),
(0.56971473442142395, 0.13565199761185759),
(0.090338977208363133, 0.81791112088736417),
(0.18295021228718894, 0.042101256531383677),
(0.73690509782746172, 0.97656870026071085),
(0.75061376549807979, 0.40213819215282604),
(0.42283960959564554, 0.50520400469160087),
(0.45643615717115255, 0.20281778287072821),
(0.87180175881433553, 0.75296362410817608),
(0.65250981299450805, 0.35347729795845806),
(0.24856400027627953, 0.69160012726371978),
(0.057038763305205242, 0.45852967423017965),
(0.5013774777258676, 0.58574286880668391),
(0.88829551933245321, 0.11425435568567942),
(0.32265550187227288, 0.90518404329270086),
(0.25153510654594724, 0.39651282562936713),
(0.97195791898724115, 0.50818194890534918),
(0.62022629891539494, 0.038686601909627499),
(0.11931384031772652, 0.97628440437591857),
(0.14274539821881882, 0.12534008081771786),
(0.68913107399083251, 0.82715108141800731),
(0.79228059195624068, 0.26816881386998781),
(0.40157595766954068, 0.64072966615122839),
(0.47406452852395897, 0.12247588992674513),
(0.81310403540361587, 0.89613749071780158),
(0.65860265427750175, 0.46623955793865779),
(0.21847565888562359, 0.58968722987953426),
(0.011039319721883899, 0.34471386596400061),
(0.54115793460719397, 0.69573665962214459),
(0.92706333577035627, 0.18823440820159146),
(0.36517686905122698, 0.76387811811761452),
(0.43386774216062624, 0.29035153521451162),
(0.76005831542032443, 0.66592864607690183),
(0.74272019763328267, 0.15905938010870774),
(0.17932636000911123, 0.85443619663916004),
(0.078386285101230274, 0.017314249481684144),
(0.57124755043545472, 0.96348904255878776),
(0.95506387240923407, 0.41425417802651926),
(0.29966606880783092, 0.54691534236973416),
(0.31352279762186214, 0.24880662449592603),
(0.88233874468417994, 0.80753521595231259),
(0.51056511434891239, 0.31346561675233697),
(0.04991768188128326, 0.72387670900968981),
(0.23778021616529135, 0.48300659622479708),
(0.64328496138019897, 0.61023883206978136),
(0.86652847716752202, 0.073173016934873228),
(0.46649527673312863, 0.93638385961997361),
(0.44771176896149345, 0.44496717799209706),
(0.85661846362802818, 0.5652244202425909),
(0.63281079068235058, 0.10284093855722289),
(0.22558610203422366, 0.87892147153305089),
(0.032552944335776067, 0.20859843096654998),
(0.52773923028407255, 0.78023208014124501),
(0.89695499345620655, 0.37144398809739598),
(0.34206765043229553, 0.71339423714349626),
(0.29637724213638611, 0.053300954765853011),
(0.94700613681708334, 0.9971698200705903),
(0.59051668749224884, 0.38678822220895598),
(0.06701975549696422, 0.51755519167874142),
(0.16883830543256328, 0.25103878957626025),
(0.72236975469162046, 0.63279313777940815),
(0.76798940169818586, 0.14496421717198699),
(0.41547630577053857, 0.83632810875702401),
(0.34441707551603185, 0.33113433741317527),
(0.91647239959047111, 0.73750978279647894),
(0.55664208605720067, 0.23104080880484201),
(0.017664934263284842, 0.78504738375373384),
(0.18979920763900021, 0.08170751318904429),
(0.68132803072021941, 0.90730573956751959),
(0.84202862546460799, 0.48940799057328066),
(0.49776844710397994, 0.60532402529459017),
(0.38310826880248683, 0.18340175642666151),
(0.80645092232837867, 0.86916642292323743),
(0.70579834295069921, 0.30311086015480543),
(0.13197569227930242, 0.68651933642968332),
(0.095075360816281484, 0.43141069737041876),
(0.60515349761778714, 0.54185387727327361),
(0.99926973984424805, 0.0066492289939653077),
(0.27064844595151, 0.93805151311406521),
(0.36255607995105033, 0.42687549836657357),
(0.92381566851878616, 0.53466810659178132),
(0.54458333823577965, 0.014353570623685186),
(0.012119171869333806, 0.95118319281058461),
(0.21352392726782035, 0.17907550407315448),
(0.6618172672482372, 0.86182254273820547),
(0.81694363214315857, 0.31190097149433588),
(0.47081018033465499, 0.67825735245003815),
(0.40389565800601041, 0.089122341667719221),
(0.7952960937227137, 0.92109256278392582),
(0.69240275784184513, 0.49651688672463706),
(0.14748281391506829, 0.59392344370585104),
(0.12261930020593387, 0.3379911848694046),
(0.62328354204014846, 0.74553029182569863),
(0.97584105363014917, 0.22063381231924806),
(0.25514172324548728, 0.79551674745837231),
(0.46232389698211135, 0.26237002512891605),
(0.86222894763070668, 0.63883693300047251),
(0.64493965908039697, 0.15370158438519829),
(0.23845915418198479, 0.83072833745202257),
(0.053226105095148364, 0.057411856311570857),
(0.51280874968406964, 0.98818013136130345),
(0.87708571082931819, 0.38205104969988146),
(0.31780432577795753, 0.52662499184076306),
(0.30254888554543902, 0.21119768898910532),
(0.95854995584528435, 0.76809951170523372),
(0.57708918373999263, 0.36339718865217652),
(0.085573643526934112, 0.70353925998442868),
(0.17188469599054107, 0.45057743369309294),
(0.7488923357635906, 0.5729338131705275),
(0.76193994466787573, 0.099960860526272247),
(0.43033128264190679, 0.88967313691132732),
(0.42155914792112198, 0.47475195063992959),
(0.77060287889600565, 0.61820589364841472),
(0.72537702199600296, 0.062531513959800014),
(0.16693695037957074, 0.9266325700029483),
(0.062781888249857185, 0.23655935103218781),
(0.58821497276587809, 0.80070870655536086),
(0.95119076270850755, 0.32139577607532765),
(0.29248417671842919, 0.72824688911861479),
(0.33728440321705289, 0.026712077365784487),
(0.89363427669145401, 0.95728014448084831),
(0.52357364479894819, 0.41123598018374707),
(0.038400127351074356, 0.55699049305438397),
(0.21888884074000484, 0.28372882239632669),
(0.62862768516715328, 0.65823280402525564),
(0.85488183747102875, 0.16457266459576642),
(0.45267559548131547, 0.84972840631162461),
(0.26808436492442317, 0.35896409096874177),
(0.99330283068195724, 0.68865809672234457),
(0.60905999595684146, 0.19831918709663299),
(0.097822875413563951, 0.75429023905462511),
(0.12648906002843349, 0.11007278278199362),
(0.71017776885196371, 0.90123455936763752),
(0.80904890491828574, 0.45668564249962135),
(0.38815000456621596, 0.57974962240838546),
(0.49218822076012719, 0.13872166391944524),
(0.83877836777212889, 0.8134541318070837),
(0.68374125119342533, 0.2757981691992179),
(0.19369673955925396, 0.65281008488032866),
(0.021550938260969904, 0.40346294521554277),
(0.56244648655827167, 0.5025705832068168),
(0.91865017704369545, 0.045952259339497245),
(0.34952030359873076, 0.9836070352965508),
(0.28520228086562377, 0.46370882241397271),
(0.93981363468530188, 0.590967714566485),
(0.5788954722786861, 0.12035590879102144),
(0.072589838788889666, 0.89063054556015142),
(0.15924934980114674, 0.19479243978790139),
(0.73424267862783865, 0.76080116670779763),
(0.77494151214495699, 0.34771880352977974),
(0.41052349383459935, 0.69963447609076501),
(0.44234970419668879, 0.034877957020354684),
(0.85102429559402193, 0.97199196534323284),
(0.63998465188680143, 0.39231481299401416),
(0.22928472820612716, 0.51400606986275055),
(0.039296229303347432, 0.270553402855156),
(0.51823207118734349, 0.64799761774035447),
(0.89978142537965611, 0.13148965092425705),
(0.3285393225146776, 0.82094916554572606),
(0.37995584001155824, 0.31906923447521307),
(0.79689615964618732, 0.72181317209842033),
(0.71529119523438289, 0.24467830842609017),
(0.13632323832944851, 0.81226814478103704),
(0.10834111118919922, 0.076654829739881247),
(0.59530443335161032, 0.93093832695987255),
(0.9845266523807672, 0.47840932494358834),
(0.27911960423047183, 0.61541237297204054),
(0.35539862675987377, 0.1603481818175333),
(0.9128785760243181, 0.85660366806657717),
(0.54823386993540224, 0.29304234710271776),
(0.031119114680041235, 0.66801946710734561),
(0.19872199205469956, 0.42155349818715088),
(0.67953243502779848, 0.55402200902146992),
(0.83109902561373095, 0.023402451153987924),
(0.49087867727797513, 0.96558066793797992),
